,ano,uf,genero,mes,numero,data,regiao,data_numerica
1268,2017,Mato Grosso,Masculino,Setembro,1,2017-09-01,Centro-Oeste,974
1269,2017,Mato Grosso,Masculino,Outubro,6,2017-10-01,Centro-Oeste,1004
1270,2017,Mato Grosso,Masculino,Novembro,3,2017-11-01,Centro-Oeste,1035
1271,2017,Mato Grosso,Masculino,Dezembro,1,2017-12-01,Centro-Oeste,1065
1272,2017,Goiás,Masculino,Janeiro,5,2017-01-01,Centro-Oeste,731
1273,2017,Goiás,Masculino,Fevereiro,6,2017-02-01,Centro-Oeste,762
1274,2017,Goiás,Masculino,Março,7,2017-03-01,Centro-Oeste,790
1275,2017,Goiás,Masculino,Abril,6,2017-04-01,Centro-Oeste,821
1276,2017,Goiás,Masculino,Maio,8,2017-05-01,Centro-Oeste,851
1277,2017,Goiás,Masculino,Junho,4,2017-06-01,Centro-Oeste,882
1278,2017,Goiás,Masculino,Julho,4,2017-07-01,Centro-Oeste,912
1279,2017,Goiás,Masculino,Agosto,5,2017-08-01,Centro-Oeste,943
1280,2017,Goiás,Masculino,Setembro,9,2017-09-01,Centro-Oeste,974
1281,2017,Goiás,Masculino,Outubro,8,2017-10-01,Centro-Oeste,1004
1282,2017,Goiás,Masculino,Novembro,5,2017-11-01,Centro-Oeste,1035
1283,2017,Goiás,Masculino,Dezembro,7,2017-12-01,Centro-Oeste,1065
1284,2017,Distrito Federal,Masculino,Janeiro,2,2017-01-01,Centro-Oeste,731
1285,2017,Distrito Federal,Masculino,Fevereiro,8,2017-02-01,Centro-Oeste,762
1286,2017,Distrito Federal,Masculino,Março,7,2017-03-01,Centro-Oeste,790
1287,2017,Distrito Federal,Masculino,Abril,8,2017-04-01,Centro-Oeste,821
1288,2017,Distrito Federal,Masculino,Maio,9,2017-05-01,Centro-Oeste,851
1289,2017,Distrito Federal,Masculino,Junho,8,2017-06-01,Centro-Oeste,882
1290,2017,Distrito Federal,Masculino,Julho,6,2017-07-01,Centro-Oeste,912
1291,2017,Distrito Federal,Masculino,Agosto,5,2017-08-01,Centro-Oeste,943
1292,2017,Distrito Federal,Masculino,Setembro,12,2017-09-01,Centro-Oeste,974
1293,2017,Distrito Federal,Masculino,Outubro,13,2017-10-01,Centro-Oeste,1004
1294,2017,Distrito Federal,Masculino,Novembro,6,2017-11-01,Centro-Oeste,1035
1295,2017,Distrito Federal,Masculino,Dezembro,5,2017-12-01,Centro-Oeste,1065
1296,2018,Rondônia,Masculino,Janeiro,1,2018-01-01,Norte,1096
1297,2018,Rondônia,Masculino,Fevereiro,0,2018-02-01,Norte,1127
1298,2018,Rondônia,Masculino,Março,0,2018-03-01,Norte,1155
1299,2018,Rondônia,Masculino,Abril,1,2018-04-01,Norte,1186
1300,2018,Rondônia,Masculino,Maio,0,2018-05-01,Norte,1216
1301,2018,Rondônia,Masculino,Junho,0,2018-06-01,Norte,1247
1302,2018,Rondônia,Masculino,Julho,1,2018-07-01,Norte,1277
1303,2018,Rondônia,Masculino,Agosto,1,2018-08-01,Norte,1308
1304,2018,Rondônia,Masculino,Setembro,0,2018-09-01,Norte,1339
1305,2018,Rondônia,Masculino,Outubro,2,2018-10-01,Norte,1369
1306,2018,Rondônia,Masculino,Novembro,0,2018-11-01,Norte,1400
1307,2018,Rondônia,Masculino,Dezembro,0,2018-12-01,Norte,1430
1308,2018,Acre,Masculino,Janeiro,0,2018-01-01,Norte,1096
1309,2018,Acre,Masculino,Fevereiro,1,2018-02-01,Norte,1127
1310,2018,Acre,Masculino,Março,0,2018-03-01,Norte,1155
1311,2018,Acre,Masculino,Abril,0,2018-04-01,Norte,1186
1312,2018,Acre,Masculino,Maio,0,2018-05-01,Norte,1216
1313,2018,Acre,Masculino,Junho,0,2018-06-01,Norte,1247
1314,2018,Acre,Masculino,Julho,0,2018-07-01,Norte,1277
1315,2018,Acre,Masculino,Agosto,0,2018-08-01,Norte,1308
1316,2018,Acre,Masculino,Setembro,1,2018-09-01,Norte,1339
1317,2018,Acre,Masculino,Outubro,0,2018-10-01,Norte,1369
1318,2018,Acre,Masculino,Novembro,1,2018-11-01,Norte,1400
1319,2018,Acre,Masculino,Dezembro,3,2018-12-01,Norte,1430
1320,2018,Amazonas,Masculino,Janeiro,1,2018-01-01,Norte,1096
1321,2018,Amazonas,Masculino,Fevereiro,0,2018-02-01,Norte,1127
1322,2018,Amazonas,Masculino,Março,2,2018-03-01,Norte,1155
1323,2018,Amazonas,Masculino,Abril,0,2018-04-01,Norte,1186
1324,2018,Amazonas,Masculino,Maio,2,2018-05-01,Norte,1216
1325,2018,Amazonas,Masculino,Junho,2,2018-06-01,Norte,1247
1326,2018,Amazonas,Masculino,Julho,0,2018-07-01,Norte,1277
1327,2018,Amazonas,Masculino,Agosto,0,2018-08-01,Norte,1308
1328,2018,Amazonas,Masculino,Setembro,0,2018-09-01,Norte,1339
1329,2018,Amazonas,Masculino,Outubro,2,2018-10-01,Norte,1369
1330,2018,Amazonas,Masculino,Novembro,4,2018-11-01,Norte,1400
1331,2018,Amazonas,Masculino,Dezembro,5,2018-12-01,Norte,1430
1332,2018,Roraima,Masculino,Janeiro,0,2018-01-01,Norte,1096
1333,2018,Roraima,Masculino,Fevereiro,0,2018-02-01,Norte,1127
1334,2018,Roraima,Masculino,Março,0,2018-03-01,Norte,1155
1335,2018,Roraima,Masculino,Abril,0,2018-04-01,Norte,1186
1336,2018,Roraima,Masculino,Maio,0,2018-05-01,Norte,1216
1337,2018,Roraima,Masculino,Junho,0,2018-06-01,Norte,1247
1338,2018,Roraima,Masculino,Julho,0,2018-07-01,Norte,1277
1339,2018,Roraima,Masculino,Agosto,0,2018-08-01,Norte,1308
1340,2018,Roraima,Masculino,Setembro,1,2018-09-01,Norte,1339
1341,2018,Roraima,Masculino,Outubro,0,2018-10-01,Norte,1369
1342,2018,Roraima,Masculino,Novembro,0,2018-11-01,Norte,1400
1343,2018,Roraima,Masculino,Dezembro,0,2018-12-01,Norte,1430
1344,2018,Pará,Masculino,Janeiro,2,2018-01-01,Norte,1096
1345,2018,Pará,Masculino,Fevereiro,1,2018-02-01,Norte,1127
1346,2018,Pará,Masculino,Março,3,2018-03-01,Norte,1155
1347,2018,Pará,Masculino,Abril,0,2018-04-01,Norte,1186
1348,2018,Pará,Masculino,Maio,2,2018-05-01,Norte,1216
1349,2018,Pará,Masculino,Junho,1,2018-06-01,Norte,1247
1350,2018,Pará,Masculino,Julho,9,2018-07-01,Norte,1277
1351,2018,Pará,Masculino,Agosto,3,2018-08-01,Norte,1308
1352,2018,Pará,Masculino,Setembro,6,2018-09-01,Norte,1339
1353,2018,Pará,Masculino,Outubro,7,2018-10-01,Norte,1369
1354,2018,Pará,Masculino,Novembro,16,2018-11-01,Norte,1400
1355,2018,Pará,Masculino,Dezembro,39,2018-12-01,Norte,1430
1356,2018,Amapá,Masculino,Janeiro,0,2018-01-01,Norte,1096
1357,2018,Amapá,Masculino,Fevereiro,0,2018-02-01,Norte,1127
1358,2018,Amapá,Masculino,Março,0,2018-03-01,Norte,1155
1359,2018,Amapá,Masculino,Abril,0,2018-04-01,Norte,1186
1360,2018,Amapá,Masculino,Maio,0,2018-05-01,Norte,1216
1361,2018,Amapá,Masculino,Junho,0,2018-06-01,Norte,1247
1362,2018,Amapá,Masculino,Julho,0,2018-07-01,Norte,1277
1363,2018,Amapá,Masculino,Agosto,0,2018-08-01,Norte,1308
1364,2018,Amapá,Masculino,Setembro,0,2018-09-01,Norte,1339
1365,2018,Amapá,Masculino,Outubro,0,2018-10-01,Norte,1369
1366,2018,Amapá,Masculino,Novembro,1,2018-11-01,Norte,1400
1367,2018,Amapá,Masculino,Dezembro,0,2018-12-01,Norte,1430
1368,2018,Tocantins,Masculino,Janeiro,0,2018-01-01,Norte,1096
1369,2018,Tocantins,Masculino,Fevereiro,1,2018-02-01,Norte,1127
1370,2018,Tocantins,Masculino,Março,0,2018-03-01,Norte,1155
1371,2018,Tocantins,Masculino,Abril,0,2018-04-01,Norte,1186
1372,2018,Tocantins,Masculino,Maio,0,2018-05-01,Norte,1216
1373,2018,Tocantins,Masculino,Junho,4,2018-06-01,Norte,1247
1374,2018,Tocantins,Masculino,Julho,0,2018-07-01,Norte,1277
1375,2018,Tocantins,Masculino,Agosto,0,2018-08-01,Norte,1308
1376,2018,Tocantins,Masculino,Setembro,0,2018-09-01,Norte,1339
1377,2018,Tocantins,Masculino,Outubro,0,2018-10-01,Norte,1369
1378,2018,Tocantins,Masculino,Novembro,1,2018-11-01,Norte,1400
1379,2018,Tocantins,Masculino,Dezembro,1,2018-12-01,Norte,1430
1380,2018,Maranhão,Masculino,Janeiro,2,2018-01-01,Nordeste,1096
1381,2018,Maranhão,Masculino,Fevereiro,1,2018-02-01,Nordeste,1127
1382,2018,Maranhão,Masculino,Março,1,2018-03-01,Nordeste,1155
1383,2018,Maranhão,Masculino,Abril,0,2018-04-01,Nordeste,1186
1384,2018,Maranhão,Masculino,Maio,1,2018-05-01,Nordeste,1216
1385,2018,Maranhão,Masculino,Junho,0,2018-06-01,Nordeste,1247
1386,2018,Maranhão,Masculino,Julho,0,2018-07-01,Nordeste,1277
1387,2018,Maranhão,Masculino,Agosto,0,2018-08-01,Nordeste,1308
1388,2018,Maranhão,Masculino,Setembro,0,2018-09-01,Nordeste,1339
1389,2018,Maranhão,Masculino,Outubro,3,2018-10-01,Nordeste,1369
1390,2018,Maranhão,Masculino,Novembro,1,2018-11-01,Nordeste,1400
1391,2018,Maranhão,Masculino,Dezembro,3,2018-12-01,Nordeste,1430
1392,2018,Piauí,Masculino,Janeiro,1,2018-01-01,Nordeste,1096
1393,2018,Piauí,Masculino,Fevereiro,0,2018-02-01,Nordeste,1127
1394,2018,Piauí,Masculino,Março,2,2018-03-01,Nordeste,1155
1395,2018,Piauí,Masculino,Abril,1,2018-04-01,Nordeste,1186
1396,2018,Piauí,Masculino,Maio,0,2018-05-01,Nordeste,1216
1397,2018,Piauí,Masculino,Junho,0,2018-06-01,Nordeste,1247
1398,2018,Piauí,Masculino,Julho,0,2018-07-01,Nordeste,1277
1399,2018,Piauí,Masculino,Agosto,0,2018-08-01,Nordeste,1308
1400,2018,Piauí,Masculino,Setembro,2,2018-09-01,Nordeste,1339
1401,2018,Piauí,Masculino,Outubro,1,2018-10-01,Nordeste,1369
1402,2018,Piauí,Masculino,Novembro,1,2018-11-01,Nordeste,1400
1403,2018,Piauí,Masculino,Dezembro,9,2018-12-01,Nordeste,1430
1404,2018,Ceará,Masculino,Janeiro,8,2018-01-01,Nordeste,1096
1405,2018,Ceará,Masculino,Fevereiro,8,2018-02-01,Nordeste,1127
1406,2018,Ceará,Masculino,Março,5,2018-03-01,Nordeste,1155
1407,2018,Ceará,Masculino,Abril,2,2018-04-01,Nordeste,1186
1408,2018,Ceará,Masculino,Maio,4,2018-05-01,Nordeste,1216
1409,2018,Ceará,Masculino,Junho,5,2018-06-01,Nordeste,1247
1410,2018,Ceará,Masculino,Julho,6,2018-07-01,Nordeste,1277
1411,2018,Ceará,Masculino,Agosto,8,2018-08-01,Nordeste,1308
1412,2018,Ceará,Masculino,Setembro,10,2018-09-01,Nordeste,1339
1413,2018,Ceará,Masculino,Outubro,11,2018-10-01,Nordeste,1369
1414,2018,Ceará,Masculino,Novembro,16,2018-11-01,Nordeste,1400
1415,2018,Ceará,Masculino,Dezembro,35,2018-12-01,Nordeste,1430
1416,2018,Rio Grande do Norte,Masculino,Janeiro,0,2018-01-01,Nordeste,1096
1417,2018,Rio Grande do Norte,Masculino,Fevereiro,2,2018-02-01,Nordeste,1127
1418,2018,Rio Grande do Norte,Masculino,Março,1,2018-03-01,Nordeste,1155
1419,2018,Rio Grande do Norte,Masculino,Abril,1,2018-04-01,Nordeste,1186
1420,2018,Rio Grande do Norte,Masculino,Maio,3,2018-05-01,Nordeste,1216
1421,2018,Rio Grande do Norte,Masculino,Junho,2,2018-06-01,Nordeste,1247
1422,2018,Rio Grande do Norte,Masculino,Julho,2,2018-07-01,Nordeste,1277
1423,2018,Rio Grande do Norte,Masculino,Agosto,4,2018-08-01,Nordeste,1308
1424,2018,Rio Grande do Norte,Masculino,Setembro,3,2018-09-01,Nordeste,1339
1425,2018,Rio Grande do Norte,Masculino,Outubro,2,2018-10-01,Nordeste,1369
1426,2018,Rio Grande do Norte,Masculino,Novembro,6,2018-11-01,Nordeste,1400
1427,2018,Rio Grande do Norte,Masculino,Dezembro,19,2018-12-01,Nordeste,1430
1428,2018,Paraíba,Masculino,Janeiro,1,2018-01-01,Nordeste,1096
1429,2018,Paraíba,Masculino,Fevereiro,3,2018-02-01,Nordeste,1127
1430,2018,Paraíba,Masculino,Março,3,2018-03-01,Nordeste,1155
1431,2018,Paraíba,Masculino,Abril,2,2018-04-01,Nordeste,1186
1432,2018,Paraíba,Masculino,Maio,1,2018-05-01,Nordeste,1216
1433,2018,Paraíba,Masculino,Junho,2,2018-06-01,Nordeste,1247
1434,2018,Paraíba,Masculino,Julho,4,2018-07-01,Nordeste,1277
1435,2018,Paraíba,Masculino,Agosto,1,2018-08-01,Nordeste,1308
1436,2018,Paraíba,Masculino,Setembro,1,2018-09-01,Nordeste,1339
1437,2018,Paraíba,Masculino,Outubro,2,2018-10-01,Nordeste,1369
1438,2018,Paraíba,Masculino,Novembro,7,2018-11-01,Nordeste,1400
1439,2018,Paraíba,Masculino,Dezembro,14,2018-12-01,Nordeste,1430
1440,2018,Pernambuco,Masculino,Janeiro,6,2018-01-01,Nordeste,1096
1441,2018,Pernambuco,Masculino,Fevereiro,5,2018-02-01,Nordeste,1127
1442,2018,Pernambuco,Masculino,Março,8,2018-03-01,Nordeste,1155
1443,2018,Pernambuco,Masculino,Abril,7,2018-04-01,Nordeste,1186
1444,2018,Pernambuco,Masculino,Maio,2,2018-05-01,Nordeste,1216
1445,2018,Pernambuco,Masculino,Junho,6,2018-06-01,Nordeste,1247
1446,2018,Pernambuco,Masculino,Julho,6,2018-07-01,Nordeste,1277
1447,2018,Pernambuco,Masculino,Agosto,5,2018-08-01,Nordeste,1308
1448,2018,Pernambuco,Masculino,Setembro,9,2018-09-01,Nordeste,1339
1449,2018,Pernambuco,Masculino,Outubro,11,2018-10-01,Nordeste,1369
1450,2018,Pernambuco,Masculino,Novembro,13,2018-11-01,Nordeste,1400
1451,2018,Pernambuco,Masculino,Dezembro,53,2018-12-01,Nordeste,1430
1452,2018,Alagoas,Masculino,Janeiro,1,2018-01-01,Nordeste,1096
1453,2018,Alagoas,Masculino,Fevereiro,1,2018-02-01,Nordeste,1127
1454,2018,Alagoas,Masculino,Março,2,2018-03-01,Nordeste,1155
1455,2018,Alagoas,Masculino,Abril,3,2018-04-01,Nordeste,1186
1456,2018,Alagoas,Masculino,Maio,1,2018-05-01,Nordeste,1216
1457,2018,Alagoas,Masculino,Junho,2,2018-06-01,Nordeste,1247
1458,2018,Alagoas,Masculino,Julho,2,2018-07-01,Nordeste,1277
1459,2018,Alagoas,Masculino,Agosto,2,2018-08-01,Nordeste,1308
1460,2018,Alagoas,Masculino,Setembro,1,2018-09-01,Nordeste,1339
1461,2018,Alagoas,Masculino,Outubro,1,2018-10-01,Nordeste,1369
1462,2018,Alagoas,Masculino,Novembro,5,2018-11-01,Nordeste,1400
1463,2018,Alagoas,Masculino,Dezembro,18,2018-12-01,Nordeste,1430
1464,2018,Sergipe,Masculino,Janeiro,0,2018-01-01,Nordeste,1096
1465,2018,Sergipe,Masculino,Fevereiro,2,2018-02-01,Nordeste,1127
1466,2018,Sergipe,Masculino,Março,0,2018-03-01,Nordeste,1155
1467,2018,Sergipe,Masculino,Abril,0,2018-04-01,Nordeste,1186
1468,2018,Sergipe,Masculino,Maio,2,2018-05-01,Nordeste,1216
1469,2018,Sergipe,Masculino,Junho,1,2018-06-01,Nordeste,1247
1470,2018,Sergipe,Masculino,Julho,1,2018-07-01,Nordeste,1277
1471,2018,Sergipe,Masculino,Agosto,1,2018-08-01,Nordeste,1308
1472,2018,Sergipe,Masculino,Setembro,0,2018-09-01,Nordeste,1339
1473,2018,Sergipe,Masculino,Outubro,2,2018-10-01,Nordeste,1369
1474,2018,Sergipe,Masculino,Novembro,3,2018-11-01,Nordeste,1400
1475,2018,Sergipe,Masculino,Dezembro,8,2018-12-01,Nordeste,1430
1476,2018,Bahia,Masculino,Janeiro,3,2018-01-01,Nordeste,1096
1477,2018,Bahia,Masculino,Fevereiro,9,2018-02-01,Nordeste,1127
1478,2018,Bahia,Masculino,Março,10,2018-03-01,Nordeste,1155
1479,2018,Bahia,Masculino,Abril,8,2018-04-01,Nordeste,1186
1480,2018,Bahia,Masculino,Maio,5,2018-05-01,Nordeste,1216
1481,2018,Bahia,Masculino,Junho,15,2018-06-01,Nordeste,1247
1482,2018,Bahia,Masculino,Julho,7,2018-07-01,Nordeste,1277
1483,2018,Bahia,Masculino,Agosto,11,2018-08-01,Nordeste,1308
1484,2018,Bahia,Masculino,Setembro,8,2018-09-01,Nordeste,1339
1485,2018,Bahia,Masculino,Outubro,5,2018-10-01,Nordeste,1369
1486,2018,Bahia,Masculino,Novembro,14,2018-11-01,Nordeste,1400
1487,2018,Bahia,Masculino,Dezembro,23,2018-12-01,Nordeste,1430
1488,2018,Minas Gerais,Masculino,Janeiro,11,2018-01-01,Sudeste,1096
1489,2018,Minas Gerais,Masculino,Fevereiro,21,2018-02-01,Sudeste,1127
1490,2018,Minas Gerais,Masculino,Março,26,2018-03-01,Sudeste,1155
1491,2018,Minas Gerais,Masculino,Abril,17,2018-04-01,Sudeste,1186
1492,2018,Minas Gerais,Masculino,Maio,22,2018-05-01,Sudeste,1216
1493,2018,Minas Gerais,Masculino,Junho,16,2018-06-01,Sudeste,1247
1494,2018,Minas Gerais,Masculino,Julho,20,2018-07-01,Sudeste,1277
1495,2018,Minas Gerais,Masculino,Agosto,19,2018-08-01,Sudeste,1308
1496,2018,Minas Gerais,Masculino,Setembro,32,2018-09-01,Sudeste,1339
1497,2018,Minas Gerais,Masculino,Outubro,22,2018-10-01,Sudeste,1369
1498,2018,Minas Gerais,Masculino,Novembro,23,2018-11-01,Sudeste,1400
1499,2018,Minas Gerais,Masculino,Dezembro,96,2018-12-01,Sudeste,1430
1500,2018,Espírito Santo,Masculino,Janeiro,2,2018-01-01,Sudeste,1096
1501,2018,Espírito Santo,Masculino,Fevereiro,7,2018-02-01,Sudeste,1127
1502,2018,Espírito Santo,Masculino,Março,3,2018-03-01,Sudeste,1155
1503,2018,Espírito Santo,Masculino,Abril,2,2018-04-01,Sudeste,1186
1504,2018,Espírito Santo,Masculino,Maio,6,2018-05-01,Sudeste,1216
1505,2018,Espírito Santo,Masculino,Junho,2,2018-06-01,Sudeste,1247
1506,2018,Espírito Santo,Masculino,Julho,4,2018-07-01,Sudeste,1277
1507,2018,Espírito Santo,Masculino,Agosto,6,2018-08-01,Sudeste,1308
1508,2018,Espírito Santo,Masculino,Setembro,4,2018-09-01,Sudeste,1339
1509,2018,Espírito Santo,Masculino,Outubro,4,2018-10-01,Sudeste,1369
1510,2018,Espírito Santo,Masculino,Novembro,11,2018-11-01,Sudeste,1400
1511,2018,Espírito Santo,Masculino,Dezembro,15,2018-12-01,Sudeste,1430
1512,2018,Rio de Janeiro,Masculino,Janeiro,20,2018-01-01,Sudeste,1096
1513,2018,Rio de Janeiro,Masculino,Fevereiro,27,2018-02-01,Sudeste,1127
1514,2018,Rio de Janeiro,Masculino,Março,21,2018-03-01,Sudeste,1155
1515,2018,Rio de Janeiro,Masculino,Abril,17,2018-04-01,Sudeste,1186
1516,2018,Rio de Janeiro,Masculino,Maio,22,2018-05-01,Sudeste,1216
1517,2018,Rio de Janeiro,Masculino,Junho,20,2018-06-01,Sudeste,1247
1518,2018,Rio de Janeiro,Masculino,Julho,26,2018-07-01,Sudeste,1277
1519,2018,Rio de Janeiro,Masculino,Agosto,24,2018-08-01,Sudeste,1308
1520,2018,Rio de Janeiro,Masculino,Setembro,20,2018-09-01,Sudeste,1339
1521,2018,Rio de Janeiro,Masculino,Outubro,32,2018-10-01,Sudeste,1369
1522,2018,Rio de Janeiro,Masculino,Novembro,28,2018-11-01,Sudeste,1400
1523,2018,Rio de Janeiro,Masculino,Dezembro,60,2018-12-01,Sudeste,1430
1524,2018,São Paulo,Masculino,Janeiro,96,2018-01-01,Sudeste,1096
1525,2018,São Paulo,Masculino,Fevereiro,91,2018-02-01,Sudeste,1127
1526,2018,São Paulo,Masculino,Março,101,2018-03-01,Sudeste,1155
1527,2018,São Paulo,Masculino,Abril,78,2018-04-01,Sudeste,1186
1528,2018,São Paulo,Masculino,Maio,94,2018-05-01,Sudeste,1216
1529,2018,São Paulo,Masculino,Junho,113,2018-06-01,Sudeste,1247
1530,2018,São Paulo,Masculino,Julho,96,2018-07-01,Sudeste,1277
1531,2018,São Paulo,Masculino,Agosto,65,2018-08-01,Sudeste,1308
1532,2018,São Paulo,Masculino,Setembro,102,2018-09-01,Sudeste,1339
1533,2018,São Paulo,Masculino,Outubro,111,2018-10-01,Sudeste,1369
1534,2018,São Paulo,Masculino,Novembro,167,2018-11-01,Sudeste,1400
1535,2018,São Paulo,Masculino,Dezembro,541,2018-12-01,Sudeste,1430
1536,2018,Paraná,Masculino,Janeiro,7,2018-01-01,Sul,1096
1537,2018,Paraná,Masculino,Fevereiro,6,2018-02-01,Sul,1127
1538,2018,Paraná,Masculino,Março,13,2018-03-01,Sul,1155
1539,2018,Paraná,Masculino,Abril,11,2018-04-01,Sul,1186
1540,2018,Paraná,Masculino,Maio,11,2018-05-01,Sul,1216
1541,2018,Paraná,Masculino,Junho,10,2018-06-01,Sul,1247
1542,2018,Paraná,Masculino,Julho,11,2018-07-01,Sul,1277
1543,2018,Paraná,Masculino,Agosto,14,2018-08-01,Sul,1308
1544,2018,Paraná,Masculino,Setembro,16,2018-09-01,Sul,1339
1545,2018,Paraná,Masculino,Outubro,4,2018-10-01,Sul,1369
1546,2018,Paraná,Masculino,Novembro,17,2018-11-01,Sul,1400
1547,2018,Paraná,Masculino,Dezembro,55,2018-12-01,Sul,1430
1548,2018,Santa Catarina,Masculino,Janeiro,9,2018-01-01,Sul,1096
1549,2018,Santa Catarina,Masculino,Fevereiro,14,2018-02-01,Sul,1127
1550,2018,Santa Catarina,Masculino,Março,19,2018-03-01,Sul,1155
1551,2018,Santa Catarina,Masculino,Abril,15,2018-04-01,Sul,1186
1552,2018,Santa Catarina,Masculino,Maio,17,2018-05-01,Sul,1216
1553,2018,Santa Catarina,Masculino,Junho,17,2018-06-01,Sul,1247
1554,2018,Santa Catarina,Masculino,Julho,21,2018-07-01,Sul,1277
1555,2018,Santa Catarina,Masculino,Agosto,18,2018-08-01,Sul,1308
1556,2018,Santa Catarina,Masculino,Setembro,16,2018-09-01,Sul,1339
1557,2018,Santa Catarina,Masculino,Outubro,18,2018-10-01,Sul,1369
1558,2018,Santa Catarina,Masculino,Novembro,22,2018-11-01,Sul,1400
1559,2018,Santa Catarina,Masculino,Dezembro,43,2018-12-01,Sul,1430
1560,2018,Rio Grande do Sul,Masculino,Janeiro,11,2018-01-01,Sul,1096
1561,2018,Rio Grande do Sul,Masculino,Fevereiro,8,2018-02-01,Sul,1127
1562,2018,Rio Grande do Sul,Masculino,Março,10,2018-03-01,Sul,1155
1563,2018,Rio Grande do Sul,Masculino,Abril,6,2018-04-01,Sul,1186
1564,2018,Rio Grande do Sul,Masculino,Maio,13,2018-05-01,Sul,1216
1565,2018,Rio Grande do Sul,Masculino,Junho,10,2018-06-01,Sul,1247
1566,2018,Rio Grande do Sul,Masculino,Julho,13,2018-07-01,Sul,1277
1567,2018,Rio Grande do Sul,Masculino,Agosto,15,2018-08-01,Sul,1308
1568,2018,Rio Grande do Sul,Masculino,Setembro,13,2018-09-01,Sul,1339
1569,2018,Rio Grande do Sul,Masculino,Outubro,3,2018-10-01,Sul,1369
1570,2018,Rio Grande do Sul,Masculino,Novembro,20,2018-11-01,Sul,1400
1571,2018,Rio Grande do Sul,Masculino,Dezembro,89,2018-12-01,Sul,1430
1572,2018,Mato Grosso do Sul,Masculino,Janeiro,1,2018-01-01,Centro-Oeste,1096
1573,2018,Mato Grosso do Sul,Masculino,Fevereiro,2,2018-02-01,Centro-Oeste,1127
1574,2018,Mato Grosso do Sul,Masculino,Março,3,2018-03-01,Centro-Oeste,1155
1575,2018,Mato Grosso do Sul,Masculino,Abril,7,2018-04-01,Centro-Oeste,1186
1576,2018,Mato Grosso do Sul,Masculino,Maio,5,2018-05-01,Centro-Oeste,1216
1577,2018,Mato Grosso do Sul,Masculino,Junho,4,2018-06-01,Centro-Oeste,1247
1578,2018,Mato Grosso do Sul,Masculino,Julho,1,2018-07-01,Centro-Oeste,1277
1579,2018,Mato Grosso do Sul,Masculino,Agosto,5,2018-08-01,Centro-Oeste,1308
1580,2018,Mato Grosso do Sul,Masculino,Setembro,3,2018-09-01,Centro-Oeste,1339
1581,2018,Mato Grosso do Sul,Masculino,Outubro,7,2018-10-01,Centro-Oeste,1369
1582,2018,Mato Grosso do Sul,Masculino,Novembro,10,2018-11-01,Centro-Oeste,1400
1583,2018,Mato Grosso do Sul,Masculino,Dezembro,8,2018-12-01,Centro-Oeste,1430
1584,2018,Mato Grosso,Masculino,Janeiro,1,2018-01-01,Centro-Oeste,1096
1585,2018,Mato Grosso,Masculino,Fevereiro,2,2018-02-01,Centro-Oeste,1127
1586,2018,Mato Grosso,Masculino,Março,0,2018-03-01,Centro-Oeste,1155
1587,2018,Mato Grosso,Masculino,Abril,2,2018-04-01,Centro-Oeste,1186
1588,2018,Mato Grosso,Masculino,Maio,0,2018-05-01,Centro-Oeste,1216
1589,2018,Mato Grosso,Masculino,Junho,0,2018-06-01,Centro-Oeste,1247
1590,2018,Mato Grosso,Masculino,Julho,1,2018-07-01,Centro-Oeste,1277
1591,2018,Mato Grosso,Masculino,Agosto,1,2018-08-01,Centro-Oeste,1308
1592,2018,Mato Grosso,Masculino,Setembro,2,2018-09-01,Centro-Oeste,1339
1593,2018,Mato Grosso,Masculino,Outubro,3,2018-10-01,Centro-Oeste,1369
1594,2018,Mato Grosso,Masculino,Novembro,0,2018-11-01,Centro-Oeste,1400
1595,2018,Mato Grosso,Masculino,Dezembro,3,2018-12-01,Centro-Oeste,1430
1596,2018,Goiás,Masculino,Janeiro,5,2018-01-01,Centro-Oeste,1096
1597,2018,Goiás,Masculino,Fevereiro,9,2018-02-01,Centro-Oeste,1127
1598,2018,Goiás,Masculino,Março,15,2018-03-01,Centro-Oeste,1155
1599,2018,Goiás,Masculino,Abril,12,2018-04-01,Centro-Oeste,1186
1600,2018,Goiás,Masculino,Maio,5,2018-05-01,Centro-Oeste,1216
1601,2018,Goiás,Masculino,Junho,9,2018-06-01,Centro-Oeste,1247
1602,2018,Goiás,Masculino,Julho,8,2018-07-01,Centro-Oeste,1277
1603,2018,Goiás,Masculino,Agosto,6,2018-08-01,Centro-Oeste,1308
1604,2018,Goiás,Masculino,Setembro,10,2018-09-01,Centro-Oeste,1339
1605,2018,Goiás,Masculino,Outubro,3,2018-10-01,Centro-Oeste,1369
1606,2018,Goiás,Masculino,Novembro,11,2018-11-01,Centro-Oeste,1400
1607,2018,Goiás,Masculino,Dezembro,9,2018-12-01,Centro-Oeste,1430
1608,2018,Distrito Federal,Masculino,Janeiro,6,2018-01-01,Centro-Oeste,1096
1609,2018,Distrito Federal,Masculino,Fevereiro,5,2018-02-01,Centro-Oeste,1127
1610,2018,Distrito Federal,Masculino,Março,10,2018-03-01,Centro-Oeste,1155
1611,2018,Distrito Federal,Masculino,Abril,9,2018-04-01,Centro-Oeste,1186
1612,2018,Distrito Federal,Masculino,Maio,10,2018-05-01,Centro-Oeste,1216
